"chrom","start","end","label","sgTarget","score"
"chr12",9947266,9948096,"chr",9947681,-13.135
"chr12",9947317,9948147,"chr",9947732,-18.956
"chr12",9947326,9948156,"chr",9947741,2.082
"chr12",9947354,9948184,"chr",9947769,-22.719
"chr12",9947364,9948194,"chr",9947779,-5.627
"chr12",9947422,9948252,"chr",9947837,-27.656
"chr12",9947432,9948262,"chr",9947847,-16.936
"chr12",9947433,9948263,"chr",9947848,-34.481
"chr12",9947437,9948267,"chr",9947852,0.979
"chr12",9947439,9948269,"chr",9947854,-3.17
"chr12",9947440,9948270,"chr",9947855,-0.517
"chr12",9947441,9948271,"chr",9947856,-7.047
"chr12",9947442,9948272,"chr",9947857,1.112
"chr12",9947457,9948287,"chr",9947872,-33.473
"chr12",9947487,9948317,"chr",9947902,-19.701
"chr12",9947490,9948320,"chr",9947905,-51.312
"chr12",9947602,9948432,"chr",9948017,-10.142
"chr12",9947614,9948444,"chr",9948029,-16.532
"chr12",9947695,9948525,"chr",9948110,-8.307
"chr12",9947696,9948526,"chr",9948111,-21.555
"chr12",9947706,9948536,"chr",9948121,1.125
"chr12",9947810,9948640,"chr",9948225,5.572
"chr12",9947862,9948692,"chr",9948277,-4.304
"chr12",9947870,9948700,"chr",9948285,-10.043
"chr12",9947896,9948726,"chr",9948311,-2.446
"chr12",9947902,9948732,"chr",9948317,-35.447
"chr12",9947903,9948733,"chr",9948318,-13.34
"chr12",9947916,9948746,"chr",9948331,-6.015
"chr12",9947950,9948780,"chr",9948365,-9.905
"chr12",9947958,9948788,"chr",9948373,7.255
"chr12",9947973,9948803,"chr",9948388,-12.221
"chr12",9948032,9948862,"chr",9948447,-38.693
"chr12",9948036,9948866,"chr",9948451,-0.158
"chr12",9948041,9948871,"chr",9948456,-26.914
"chr12",9948094,9948924,"chr",9948509,-34.383
"chr12",9948212,9949042,"chr",9948627,7.085
"chr12",9948218,9949048,"chr",9948633,17.155
"chr12",9948230,9949060,"chr",9948645,14.658
"chr12",9948243,9949073,"chr",9948658,-9.024
"chr12",9948254,9949084,"chr",9948669,-9.62
"chr12",9948255,9949085,"chr",9948670,-12.113
"chr12",9948262,9949092,"chr",9948677,-12.431
"chr12",9948268,9949098,"chr",9948683,-10.511
"chr12",9948359,9949189,"chr",9948774,-12.799
"chr12",9948636,9949466,"chr",9949051,-5.55
"chr12",9948700,9949530,"chr",9949115,-4.12
"chr12",9948715,9949545,"chr",9949130,11.224
"chr12",9948727,9949557,"chr",9949142,-11.449
"chr12",9948762,9949592,"chr",9949177,-13.054
"chr12",9948862,9949692,"chr",9949277,-4.825
"chr12",9948873,9949703,"chr",9949288,-14.937
"chr12",9949003,9949833,"chr",9949418,-16.943
"chr12",9949110,9949940,"chr",9949525,-25.995
"chr12",9949117,9949947,"chr",9949532,-18.97
"chr12",9949170,9950000,"chr",9949585,-4.286
"chr12",9949182,9950012,"chr",9949597,-41.384
"chr12",9949243,9950073,"chr",9949658,6.721
"chr12",9949275,9950105,"chr",9949690,0.952
"chr12",9949289,9950119,"chr",9949704,3.156
"chr12",9949293,9950123,"chr",9949708,-23.084
"chr12",9949294,9950124,"chr",9949709,-10.286
"chr12",9949296,9950126,"chr",9949711,0.842
"chr12",9949307,9950137,"chr",9949722,-12.393
"chr12",9949328,9950158,"chr",9949743,-7.061
"chr12",9949329,9950159,"chr",9949744,-13.748
"chr12",9949337,9950167,"chr",9949752,-15.21
"chr12",9949342,9950172,"chr",9949757,3.872
"chr12",9949427,9950257,"chr",9949842,-16.079
"chr12",9949445,9950275,"chr",9949860,-2.073
"chr12",9949451,9950281,"chr",9949866,-10.203
"chr12",9949477,9950307,"chr",9949892,-43.181
"chr12",9949507,9950337,"chr",9949922,-30.106
"chr12",9949527,9950357,"chr",9949942,9.115
"chr12",9949615,9950445,"chr",9950030,-22.54
"chr12",9949616,9950446,"chr",9950031,-25.66
"chr12",9949631,9950461,"chr",9950046,-35.493
"chr12",9949632,9950462,"chr",9950047,-15.916
"chr12",9949751,9950581,"chr",9950166,-23.12
"chr12",9949805,9950635,"chr",9950220,12.311
"chr12",9949815,9950645,"chr",9950230,-17.901
"chr12",9949838,9950668,"chr",9950253,-27.645
"chr12",9949839,9950669,"chr",9950254,-26.099
"chr12",9949910,9950740,"chr",9950325,-22.95
"chr12",9950039,9950869,"chr",9950454,-39.147
"chr12",9950057,9950887,"chr",9950472,-39.204
"chr12",9950067,9950897,"chr",9950482,23.701
"chr12",9950081,9950911,"chr",9950496,19.698
"chr12",9950089,9950919,"chr",9950504,-2.306
"chr12",9950108,9950938,"chr",9950523,-21.959
"chr12",9950187,9951017,"chr",9950602,-13.961
"chr12",9950188,9951018,"chr",9950603,4.694
"chr12",9950203,9951033,"chr",9950618,-1.022
"chr12",9950209,9951039,"chr",9950624,3.36
"chr12",9950210,9951040,"chr",9950625,-1.76
"chr12",9950211,9951041,"chr",9950626,-21.451
"chr12",9950257,9951087,"chr",9950672,23.741
"chr12",9950275,9951105,"chr",9950690,29.445
"chr12",9950282,9951112,"chr",9950697,43.263
"chr12",9950334,9951164,"chr",9950749,45.499
"chr12",9950358,9951188,"chr",9950773,6.811
"chr12",9950393,9951223,"chr",9950808,30.798
"chr12",9950396,9951226,"chr",9950811,-0.286
"chr12",9950403,9951233,"chr",9950818,-2.812
"chr12",9950411,9951241,"chr",9950826,-20.929
"chr12",9950417,9951247,"chr",9950832,5.953
"chr12",9950431,9951261,"chr",9950846,-7.837
"chr12",9950451,9951281,"chr",9950866,6.983
"chr12",9950468,9951298,"chr",9950883,38.594
"chr12",9950478,9951308,"chr",9950893,26.844
"chr12",9950482,9951312,"chr",9950897,41.254
"chr12",9950520,9951350,"chr",9950935,-37.657
"chr12",9950561,9951391,"chr",9950976,-18.659
"chr12",9950562,9951392,"chr",9950977,-15.473
"chr12",9950680,9951510,"chr",9951095,-15.632
"chr12",9950683,9951513,"chr",9951098,-5.683
"chr12",9950836,9951666,"chr",9951251,-2.288
"chr12",9950837,9951667,"chr",9951252,-16.922
"chr12",9950838,9951668,"chr",9951253,-0.355
"chr12",9950860,9951690,"chr",9951275,-2.494
"chr12",9951110,9951940,"chr",9951525,-14.584
"chr12",9951111,9951941,"chr",9951526,17.789
"chr12",9951126,9951956,"chr",9951541,-13.151
"chr12",9951127,9951957,"chr",9951542,-29.19
"chr12",9951141,9951971,"chr",9951556,-14.399
"chr12",9951225,9952055,"chr",9951640,-5.929
"chr12",9951238,9952068,"chr",9951653,-26.24
"chr12",9951245,9952075,"chr",9951660,-33.112
"chr12",9951264,9952094,"chr",9951679,10.066
"chr12",9951289,9952119,"chr",9951704,-12.22
"chr12",9951303,9952133,"chr",9951718,-14.945
"chr12",9951314,9952144,"chr",9951729,0.177
"chr12",9951333,9952163,"chr",9951748,9.315
"chr12",9951334,9952164,"chr",9951749,0.747
"chr12",9951348,9952178,"chr",9951763,-21.855
"chr12",9951349,9952179,"chr",9951764,-10.145
"chr12",9951350,9952180,"chr",9951765,2.494
"chr12",9951371,9952201,"chr",9951786,-19.017
"chr12",9951429,9952259,"chr",9951844,-15.936
"chr12",9951523,9952353,"chr",9951938,-23.934
"chr12",9951529,9952359,"chr",9951944,-27.443
"chr12",9951665,9952495,"chr",9952080,-37.95
"chr12",9951686,9952516,"chr",9952101,-34.406
"chr12",9951849,9952679,"chr",9952264,-27.045
"chr12",9954771,9955601,"chr",9955186,-14.461
"chr12",9955840,9956670,"chr",9956255,-25.79
"chr12",9955846,9956676,"chr",9956261,-20.479
"chr12",9956140,9956970,"chr",9956555,-28.233
"chr12",9956235,9957065,"chr",9956650,-20.733
"chr12",9956903,9957733,"chr",9957318,-33.159
"chr12",9956919,9957749,"chr",9957334,-20.613
"chr12",9956978,9957808,"chr",9957393,-12.709
"chr12",9957453,9958283,"chr",9957868,-24.321
"chr12",9957458,9958288,"chr",9957873,-39.412
"chr12",9957497,9958327,"chr",9957912,-27.125
"chr12",9957498,9958328,"chr",9957913,-25.469
"chr12",9957521,9958351,"chr",9957936,-39.42
"chr12",9957522,9958352,"chr",9957937,-21.029
"chr12",9957549,9958379,"chr",9957964,-16.947
"chr12",9957550,9958380,"chr",9957965,-21.054
"chr12",9957574,9958404,"chr",9957989,-42.668
"chr12",9957714,9958544,"chr",9958129,-11.234
"chr12",9957802,9958632,"chr",9958217,-27.123
"chr12",9957824,9958654,"chr",9958239,-47.923
"chr12",9957831,9958661,"chr",9958246,-28.31
"chr12",9958060,9958890,"chr",9958475,-6.581
"chr12",9958458,9959288,"chr",9958873,-17.6
"chr12",9958469,9959299,"chr",9958884,-21.173
"chr12",9958606,9959436,"chr",9959021,-16.849
"chr12",9958607,9959437,"chr",9959022,-31.327
"chr12",9958611,9959441,"chr",9959026,-29.97
"chr12",9958625,9959455,"chr",9959040,-14.868
"chr12",9958637,9959467,"chr",9959052,-26.106
"chr12",9958749,9959579,"chr",9959164,-1.096
"chr12",9958796,9959626,"chr",9959211,-33.488
"chr12",9958800,9959630,"chr",9959215,-20.12
"chr12",9958959,9959789,"chr",9959374,-33.469
"chr12",9959203,9960033,"chr",9959618,-17.46
"chr12",9959329,9960159,"chr",9959744,-33.388
"chr12",9959518,9960348,"chr",9959933,-39.819
"chr12",9959638,9960468,"chr",9960053,-33.319
"chr12",9959641,9960471,"chr",9960056,-38.551
"chr12",9959819,9960649,"chr",9960234,-14.038
"chr12",9959910,9960740,"chr",9960325,-34.152
"chr12",9960174,9961004,"chr",9960589,-40.451
"chr12",9960180,9961010,"chr",9960595,-19.882
"chr12",9960218,9961048,"chr",9960633,-14.562
"chr12",9960303,9961133,"chr",9960718,-31.953
"chr12",9960384,9961214,"chr",9960799,-14.011
"chr12",9960403,9961233,"chr",9960818,-10.048
"chr12",9960404,9961234,"chr",9960819,-14.254
"chr12",9960411,9961241,"chr",9960826,-20.338
"chr12",9960443,9961273,"chr",9960858,-18.65
"chr12",9960459,9961289,"chr",9960874,-32.172
"chr12",9960462,9961292,"chr",9960877,-27.609
"chr12",9960598,9961428,"chr",9961013,-11.715
"chr12",9960599,9961429,"chr",9961014,-33.235
"chr12",9960616,9961446,"chr",9961031,-16.849
"chr12",9960624,9961454,"chr",9961039,-32.962
"chr12",9960631,9961461,"chr",9961046,-11.339
"chr12",9960705,9961535,"chr",9961120,-22.786
"chr12",9960748,9961578,"chr",9961163,-21.539
"chr12",9960782,9961612,"chr",9961197,-28.274
"chr12",9960813,9961643,"chr",9961228,-9.292
"chr12",9960818,9961648,"chr",9961233,-37.172
"chr12",9960823,9961653,"chr",9961238,-3.715
"chr12",9960850,9961680,"chr",9961265,-53.347
"chr12",9960860,9961690,"chr",9961275,3.755
"chr12",9960907,9961737,"chr",9961322,-44.937
"chr12",9960932,9961762,"chr",9961347,-8.018
"chr12",9960964,9961794,"chr",9961379,-45.598
"chr12",9960996,9961826,"chr",9961411,-11.747
"chr12",9961042,9961872,"chr",9961457,-8.335
"chr12",9961080,9961910,"chr",9961495,-6.261
"chr12",9961086,9961916,"chr",9961501,-23.963
"chr12",9961091,9961921,"chr",9961506,-12.59
"chr12",9961094,9961924,"chr",9961509,-13.316
"chr12",9961105,9961935,"chr",9961520,-21.632
"chr12",9961216,9962046,"chr",9961631,-9.819
"chr12",9961344,9962174,"chr",9961759,-22.542
"chr12",9961353,9962183,"chr",9961768,-50.519
"chr12",9961385,9962215,"chr",9961800,-17.081
"chr12",9961386,9962216,"chr",9961801,-18.811
"chr12",9961387,9962217,"chr",9961802,-10.491
"chr12",9961399,9962229,"chr",9961814,-25.025
"chr12",9961501,9962331,"chr",9961916,-42.154
"chr12",9961593,9962423,"chr",9962008,-20.86
"chr12",9961665,9962495,"chr",9962080,-26.454
"chr12",9961686,9962516,"chr",9962101,-23.502
"chr12",9961696,9962526,"chr",9962111,-36.661
"chr12",9961702,9962532,"chr",9962117,-13.87
"chr12",9961703,9962533,"chr",9962118,-12.373
"chr12",9961737,9962567,"chr",9962152,-27.277
"chr12",9961775,9962605,"chr",9962190,-41.763
"chr12",9961778,9962608,"chr",9962193,-21.494
"chr12",9961785,9962615,"chr",9962200,-27.977
"chr12",9961797,9962627,"chr",9962212,-12.862
"chr12",9961923,9962753,"chr",9962338,-19.611
"chr12",9962047,9962877,"chr",9962462,-14.535
"chr12",9962053,9962883,"chr",9962468,-27.238
"chr12",9962279,9963109,"chr",9962694,-6.216
"chr12",9962291,9963121,"chr",9962706,-9.386
"chr12",9962309,9963139,"chr",9962724,-32.056
"chr12",9962314,9963144,"chr",9962729,-22.967
"chr12",9962330,9963160,"chr",9962745,-18.875
"chr12",9962331,9963161,"chr",9962746,-31.482
"chr12",9962413,9963243,"chr",9962828,-32.058
"chr12",9962416,9963246,"chr",9962831,-19.828
"chr12",9962417,9963247,"chr",9962832,-20.009
"chr12",9962433,9963263,"chr",9962848,-19.728
"chr12",9962446,9963276,"chr",9962861,-26.774
"chr12",9962447,9963277,"chr",9962862,-6.644
"chr12",9962467,9963297,"chr",9962882,-22.705
"chr12",9962486,9963316,"chr",9962901,-37.685
"chr12",9962487,9963317,"chr",9962902,-23.025
"chr12",9962500,9963330,"chr",9962915,-8.509
"chr12",9962519,9963349,"chr",9962934,-33.528
"chr12",9962579,9963409,"chr",9962994,-45.255
"chr12",9962584,9963414,"chr",9962999,-33.296
"chr12",9962771,9963601,"chr",9963186,-17.55
"chr12",9962836,9963666,"chr",9963251,-6.386
"chr12",9962839,9963669,"chr",9963254,-20.462
"chr12",9962848,9963678,"chr",9963263,-5.792
"chr12",9962944,9963774,"chr",9963359,-22.87
"chr12",9962975,9963805,"chr",9963390,-13.945
"chr12",9963037,9963867,"chr",9963452,-32.694
"chr12",9963044,9963874,"chr",9963459,2.225
"chr12",9963053,9963883,"chr",9963468,-19.483
"chr12",9963070,9963900,"chr",9963485,-11.624
"chr12",9963198,9964028,"chr",9963613,-15.443
"chr12",9963214,9964044,"chr",9963629,5.355
"chr12",9963221,9964051,"chr",9963636,-6.296
"chr12",9963222,9964052,"chr",9963637,13.173
"chr12",9963255,9964085,"chr",9963670,1.368
"chr12",9963256,9964086,"chr",9963671,18.966
"chr12",9963279,9964109,"chr",9963694,5.878
"chr12",9963296,9964126,"chr",9963711,-41.037
"chr12",9963302,9964132,"chr",9963717,-18.553
"chr12",9963330,9964160,"chr",9963745,-16.079
"chr12",9963383,9964213,"chr",9963798,-12.359
"chr12",9963408,9964238,"chr",9963823,-50.257
"chr12",9963456,9964286,"chr",9963871,-18.349
"chr12",9963475,9964305,"chr",9963890,-14.847
"chr12",9963550,9964380,"chr",9963965,-20.112
"chr12",9963554,9964384,"chr",9963969,-32.106
"chr12",9963558,9964388,"chr",9963973,-39.997
"chr12",9963601,9964431,"chr",9964016,-24.76
"chr12",9963616,9964446,"chr",9964031,-32.724
"chr12",9963617,9964447,"chr",9964032,-16.976
"chr12",9963673,9964503,"chr",9964088,-15.081
"chr12",9963690,9964520,"chr",9964105,-8.799
"chr12",9963691,9964521,"chr",9964106,-16.798
"chr12",9963692,9964522,"chr",9964107,-15.672
"chr12",9963693,9964523,"chr",9964108,-23.323
"chr12",9963701,9964531,"chr",9964116,-16.288
"chr12",9963703,9964533,"chr",9964118,-26.39
"chr12",9963704,9964534,"chr",9964119,-33.442
"chr12",9963785,9964615,"chr",9964200,-17.628
"chr12",9963791,9964621,"chr",9964206,-29.649
"chr12",9963877,9964707,"chr",9964292,-11.185
"chr12",9963906,9964736,"chr",9964321,-33.502
"chr12",9963993,9964823,"chr",9964408,-10.621
"chr12",9964056,9964886,"chr",9964471,-11.133
"chr12",9964057,9964887,"chr",9964472,-16.911
"chr12",9964077,9964907,"chr",9964492,-16.536
"chr12",9964079,9964909,"chr",9964494,-26.408
"chr12",9964084,9964914,"chr",9964499,7.528
"chr12",9964094,9964924,"chr",9964509,-26.414
"chr12",9964118,9964948,"chr",9964533,-30.718
"chr12",9964121,9964951,"chr",9964536,-7.162
"chr12",9964128,9964958,"chr",9964543,-27.388
"chr12",9964136,9964966,"chr",9964551,-33.919
"chr12",9964183,9965013,"chr",9964598,-26.211
"chr12",9964203,9965033,"chr",9964618,-17.63
"chr12",9964256,9965086,"chr",9964671,-26.367
"chr12",9964260,9965090,"chr",9964675,-32.052
"chr12",9964577,9965407,"chr",9964992,-18.316
"chr12",9964592,9965422,"chr",9965007,-37.252
"chr12",9964596,9965426,"chr",9965011,-21.96
"chr12",9964612,9965442,"chr",9965027,5.283
"chr12",9964616,9965446,"chr",9965031,-13.911
"chr12",9964629,9965459,"chr",9965044,-12.963
"chr12",9964648,9965478,"chr",9965063,-12.716
"chr12",9964655,9965485,"chr",9965070,-17.302
"chr12",9964676,9965506,"chr",9965091,-42.779
"chr12",9964683,9965513,"chr",9965098,-38.847
"chr12",9964684,9965514,"chr",9965099,-31.225
"chr12",9964725,9965555,"chr",9965140,-4.556
"chr12",9964766,9965596,"chr",9965181,9.595
"chr12",9964767,9965597,"chr",9965182,-23.174
"chr12",9964776,9965606,"chr",9965191,-27.936
"chr12",9964786,9965616,"chr",9965201,-6.389
"chr12",9964787,9965617,"chr",9965202,-7.621
"chr12",9964793,9965623,"chr",9965208,-17.312
"chr12",9964814,9965644,"chr",9965229,-16.221
"chr12",9964848,9965678,"chr",9965263,-27.723
"chr12",9964849,9965679,"chr",9965264,-38.779
"chr12",9964855,9965685,"chr",9965270,-21.437
"chr12",9964872,9965702,"chr",9965287,-2.643
"chr12",9964878,9965708,"chr",9965293,-23.435
"chr12",9964952,9965782,"chr",9965367,-12.48
"chr12",9964963,9965793,"chr",9965378,-27.281
"chr12",9964964,9965794,"chr",9965379,-33.754
"chr12",9964983,9965813,"chr",9965398,-30.851
"chr12",9964995,9965825,"chr",9965410,-26.677
"chr12",9964996,9965826,"chr",9965411,-35.307
"chr12",9965124,9965954,"chr",9965539,-24.03
"chr12",9965127,9965957,"chr",9965542,-36.348
"chr12",9965167,9965997,"chr",9965582,-30.038
"chr12",9965168,9965998,"chr",9965583,-16.514
"chr12",9965194,9966024,"chr",9965609,-9.622
"chr12",9965205,9966035,"chr",9965620,-14.2
"chr12",9965206,9966036,"chr",9965621,-7.893
"chr12",9965211,9966041,"chr",9965626,-11.355
"chr12",9965218,9966048,"chr",9965633,-13.946
"chr12",9965226,9966056,"chr",9965641,-18.358
"chr12",9965451,9966281,"chr",9965866,-20.046
"chr12",9965628,9966458,"chr",9966043,-26.247
"chr12",9965716,9966546,"chr",9966131,-51.033
"chr12",9965732,9966562,"chr",9966147,-19.376
"chr12",9965743,9966573,"chr",9966158,-22.99
"chr12",9965750,9966580,"chr",9966165,-24.326
"chr12",9965804,9966634,"chr",9966219,-32.928
"chr12",9965824,9966654,"chr",9966239,-20.799
"chr12",9965889,9966719,"chr",9966304,-26.627
"chr12",9965937,9966767,"chr",9966352,-25.793
"chr12",9965938,9966768,"chr",9966353,-1.26
"chr12",9965958,9966788,"chr",9966373,-26.965
"chr12",9965959,9966789,"chr",9966374,-29.151
"chr12",9966013,9966843,"chr",9966428,-43.608
"chr12",9966014,9966844,"chr",9966429,-24.096
"chr12",9966018,9966848,"chr",9966433,-12.779
"chr12",9966019,9966849,"chr",9966434,-38.067
"chr12",9966024,9966854,"chr",9966439,-26.146
"chr12",9966034,9966864,"chr",9966449,-29.311
"chr12",9966038,9966868,"chr",9966453,-30.939
"chr12",9966039,9966869,"chr",9966454,-12.908
"chr12",9966040,9966870,"chr",9966455,-12.701
"chr12",9966046,9966876,"chr",9966461,-28.231
"chr12",9966053,9966883,"chr",9966468,-25.535
"chr12",9966077,9966907,"chr",9966492,-30.281
"chr12",9966081,9966911,"chr",9966496,-24.411
"chr12",9966093,9966923,"chr",9966508,-5.359
"chr12",9966098,9966928,"chr",9966513,-33.877
"chr12",9966108,9966938,"chr",9966523,-26.72
"chr12",9966111,9966941,"chr",9966526,-27.833
"chr12",9966115,9966945,"chr",9966530,-13.64
"chr12",9966117,9966947,"chr",9966532,-23.027
"chr12",9966129,9966959,"chr",9966544,-26.627
"chr12",9966138,9966968,"chr",9966553,-24.433
"chr12",9966154,9966984,"chr",9966569,-36.658
"chr12",9966158,9966988,"chr",9966573,-21.186
"chr12",9966222,9967052,"chr",9966637,-15.332
"chr12",9966231,9967061,"chr",9966646,-6.231
"chr12",9966232,9967062,"chr",9966647,-3.036
"chr12",9966233,9967063,"chr",9966648,-11.27
"chr12",9966247,9967077,"chr",9966662,-67.701
"chr12",9966248,9967078,"chr",9966663,0.049
"chr12",9966257,9967087,"chr",9966672,-29.587
"chr12",9966272,9967102,"chr",9966687,-19.792
"chr12",9966286,9967116,"chr",9966701,-35.013
"chr12",9966293,9967123,"chr",9966708,-10.862
"chr12",9966294,9967124,"chr",9966709,-20.632
"chr12",9966307,9967137,"chr",9966722,-14.659
"chr12",9966308,9967138,"chr",9966723,-20.524
"chr12",9966309,9967139,"chr",9966724,-20.52
"chr12",9966315,9967145,"chr",9966730,-22.791
"chr12",9966325,9967155,"chr",9966740,-60.297
"chr12",9966326,9967156,"chr",9966741,-17.472
"chr12",9966330,9967160,"chr",9966745,24.926
"chr12",9966331,9967161,"chr",9966746,-6.281
"chr12",9966332,9967162,"chr",9966747,-41.921
"chr12",9966333,9967163,"chr",9966748,-23.133
"chr12",9966339,9967169,"chr",9966754,-34.772
"chr12",9966355,9967185,"chr",9966770,-11.953
"chr12",9966356,9967186,"chr",9966771,-18.247
"chr12",9966357,9967187,"chr",9966772,-41.392
"chr12",9966364,9967194,"chr",9966779,-39.906
"chr12",9966367,9967197,"chr",9966782,-14.763
"chr12",9966377,9967207,"chr",9966792,-21.786
"chr12",9966378,9967208,"chr",9966793,-28.737
"chr12",9966381,9967211,"chr",9966796,-22.079
"chr12",9966397,9967227,"chr",9966812,-20.515
"chr12",9966403,9967233,"chr",9966818,-21.239
"chr12",9966411,9967241,"chr",9966826,-22.5
"chr12",9966441,9967271,"chr",9966856,-7.542
"chr12",9966444,9967274,"chr",9966859,-23.079
"chr12",9966446,9967276,"chr",9966861,-17.8
"chr12",9966452,9967282,"chr",9966867,-14.902
"chr12",9966453,9967283,"chr",9966868,-11.747
"chr12",9966482,9967312,"chr",9966897,-19.048
"chr12",9966505,9967335,"chr",9966920,-11.565
"chr12",9966520,9967350,"chr",9966935,33.626
"chr12",9966523,9967353,"chr",9966938,-57.588
"chr12",9966526,9967356,"chr",9966941,-28.328
"chr12",9966527,9967357,"chr",9966942,-33.23
"chr12",9966542,9967372,"chr",9966957,-29.702
"chr12",9966543,9967373,"chr",9966958,-22.677
"chr12",9966546,9967376,"chr",9966961,-53.121
"chr12",9966549,9967379,"chr",9966964,-9.968
"chr12",9966553,9967383,"chr",9966968,-22.906
"chr12",9966554,9967384,"chr",9966969,-28.809
"chr12",9966555,9967385,"chr",9966970,-34.487
"chr12",9966579,9967409,"chr",9966994,-29.264
"chr12",9966585,9967415,"chr",9967000,-23.85
"chr12",9966586,9967416,"chr",9967001,-35.557
"chr12",9966602,9967432,"chr",9967017,-8.047
"chr12",9966603,9967433,"chr",9967018,-25.126
"chr12",9966604,9967434,"chr",9967019,-22.317
"chr12",9966610,9967440,"chr",9967025,-10.435
"chr12",9966620,9967450,"chr",9967035,-28.157
"chr12",9966621,9967451,"chr",9967036,-23.506
"chr12",9966625,9967455,"chr",9967040,-24.374
"chr12",9966678,9967508,"chr",9967093,-11.589
"chr12",9966693,9967523,"chr",9967108,-15.315
"chr12",9966694,9967524,"chr",9967109,-29.269
"chr12",9966699,9967529,"chr",9967114,-23.413
"chr12",9966700,9967530,"chr",9967115,-65.736
"chr12",9966703,9967533,"chr",9967118,-41.967
"chr12",9966704,9967534,"chr",9967119,-20.41
"chr12",9966712,9967542,"chr",9967127,-14.388
"chr12",9966723,9967553,"chr",9967138,-29.41
"chr12",9966729,9967559,"chr",9967144,-3.76
"chr12",9966736,9967566,"chr",9967151,-28.051
"chr12",9966739,9967569,"chr",9967154,-15.331
"chr12",9966740,9967570,"chr",9967155,-43.228
"chr12",9966761,9967591,"chr",9967176,-25.155
"chr12",9966773,9967603,"chr",9967188,-1.586
"chr12",9966778,9967608,"chr",9967193,-29.54
"chr12",9966805,9967635,"chr",9967220,-20.843
"chr12",9966809,9967639,"chr",9967224,-24.903
"chr12",9966821,9967651,"chr",9967236,-28.873
"chr12",9966822,9967652,"chr",9967237,-6.217
"chr12",9966830,9967660,"chr",9967245,-29.144
"chr12",9966834,9967664,"chr",9967249,-28.597
"chr12",9966839,9967669,"chr",9967254,-29.026
"chr12",9966840,9967670,"chr",9967255,-32.158
"chr12",9966841,9967671,"chr",9967256,-36.288
"chr12",9966850,9967680,"chr",9967265,-25.174
"chr12",9966851,9967681,"chr",9967266,-18.556
"chr12",9966870,9967700,"chr",9967285,-41.584
"chr12",9966871,9967701,"chr",9967286,-18.098
"chr12",9966875,9967705,"chr",9967290,-25.309
"chr12",9966876,9967706,"chr",9967291,-30.964
"chr12",9966877,9967707,"chr",9967292,-28.32
"chr12",9966879,9967709,"chr",9967294,-15.426
"chr12",9966887,9967717,"chr",9967302,-22.156
"chr12",9966890,9967720,"chr",9967305,-37.96
"chr12",9966910,9967740,"chr",9967325,-30.395
"chr12",9966916,9967746,"chr",9967331,-27.399
"chr12",9966917,9967747,"chr",9967332,-25.576
"chr12",9966918,9967748,"chr",9967333,-20.073
"chr12",9966919,9967749,"chr",9967334,-15.597
"chr12",9966926,9967756,"chr",9967341,-32.946
"chr12",9966927,9967757,"chr",9967342,-27.271
"chr12",9966940,9967770,"chr",9967355,-25.51
"chr12",9966941,9967771,"chr",9967356,-54.111
"chr12",9966957,9967787,"chr",9967372,-17.367
"chr12",9967382,9968212,"chr",9967797,-4.067
"chr12",9967403,9968233,"chr",9967818,-34.527
"chr12",9967519,9968349,"chr",9967934,-8.713
"chr12",9967569,9968399,"chr",9967984,-32.276
"chr12",9967576,9968406,"chr",9967991,-20.325
"chr12",9967577,9968407,"chr",9967992,-26.621
"chr12",9967582,9968412,"chr",9967997,-21.414
"chr12",9967595,9968425,"chr",9968010,-36.888
"chr12",9967599,9968429,"chr",9968014,-20.978
"chr12",9967615,9968445,"chr",9968030,-24.919
"chr12",9967624,9968454,"chr",9968039,-45.012
"chr12",9967634,9968464,"chr",9968049,-41.178
"chr12",9967691,9968521,"chr",9968106,-35.999
"chr12",9967699,9968529,"chr",9968114,-28.412
"chr12",9967743,9968573,"chr",9968158,-30.926
"chr12",9967767,9968597,"chr",9968182,-22.658
"chr12",9967780,9968610,"chr",9968195,-55.723
"chr12",9967800,9968630,"chr",9968215,-27.558
"chr12",9967814,9968644,"chr",9968229,-32.738
"chr12",9967827,9968657,"chr",9968242,-32.644
"chr12",9967832,9968662,"chr",9968247,-8.646
"chr12",9967848,9968678,"chr",9968263,-26.22
"chr12",9967894,9968724,"chr",9968309,-18.828
"chr12",9967898,9968728,"chr",9968313,-36.724
"chr12",9967902,9968732,"chr",9968317,-18.579
"chr12",9967913,9968743,"chr",9968328,-7.292
"chr12",9967937,9968767,"chr",9968352,-13.626
"chr12",9967956,9968786,"chr",9968371,-27.368
"chr12",9967965,9968795,"chr",9968380,-26.282
"chr12",9968307,9969137,"chr",9968722,-29.983
"chr12",9968331,9969161,"chr",9968746,-22.78
"chr12",9968332,9969162,"chr",9968747,-28.229
"chr12",9968347,9969177,"chr",9968762,-32.188
"chr12",9968360,9969190,"chr",9968775,-34.74
"chr12",9968372,9969202,"chr",9968787,-21.417
"chr12",9968406,9969236,"chr",9968821,-12.777
"chr12",9968412,9969242,"chr",9968827,-41.972
"chr12",9968429,9969259,"chr",9968844,-12.625
"chr12",9968430,9969260,"chr",9968845,-29.034
"chr12",9968450,9969280,"chr",9968865,-44.523
"chr12",9968451,9969281,"chr",9968866,-14.577
"chr12",9968498,9969328,"chr",9968913,-23.94
